Cell_Designation,Time_Point,Polarity_Patch_Number,Polarity_Patch_Number_2
rcc096_1_s3_y,14,NA,Birth
rcc096_1_s3_y,15,NA,Birth
rcc096_1_s3_y,16,NA,Birth
rcc096_1_s3_y,17,NA,Birth
rcc096_1_s3_y,18,NA,Birth
rcc096_1_s3_y,19,NA,Birth
rcc096_1_s3_y,20,NA,Birth
rcc096_1_s3_y,21,NA,Birth
rcc096_1_s3_y,22,NA,Birth
rcc096_1_s3_y,23,NA,Birth
rcc096_1_s3_y,24,NA,Birth
rcc096_1_s3_y,25,NA,Birth
rcc096_1_s3_y,26,NA,Birth
rcc096_1_s3_y,27,NA,Birth
rcc096_1_s3_y,28,NA,Birth
rcc096_1_s3_y,29,NA,Birth
rcc096_1_s3_y,30,NA,Birth
rcc096_1_s3_y,31,NA,Birth
rcc096_1_s3_y,32,NA,Birth
rcc096_1_s3_y,33,NA,Birth
rcc096_1_s3_y,34,NA,Birth
rcc096_1_s3_y,35,NA,Birth
rcc096_1_s3_y,36,NA,Birth
rcc096_1_s3_y,37,0,0
rcc096_1_s3_y,38,0,0
rcc096_1_s3_y,39,0,0
rcc096_1_s3_y,40,0,0
rcc096_1_s3_y,41,0,0
rcc096_1_s3_y,42,1,1
rcc096_1_s3_y,43,0,0
rcc096_1_s3_y,44,0,0
rcc096_1_s3_y,45,0,0
rcc096_1_s3_y,46,2,2
rcc096_1_s3_y,47,1,1
rcc096_1_s3_y,48,1,1
rcc096_1_s3_y,49,0,0
rcc096_1_s3_y,50,0,0
rcc096_1_s3_y,51,1,1
rcc096_1_s3_y,52,1,1
rcc096_1_s3_y,53,1,1
rcc096_1_s3_y,54,1,1
rcc096_1_s3_y,55,0,0
rcc096_1_s3_y,56,1,1
rcc096_1_s3_y,57,1,1
rcc096_1_s3_y,58,0,0
rcc096_1_s3_y,59,0,0
rcc096_1_s3_y,60,0,0
rcc096_1_s3_y,61,1,1
rcc096_1_s3_z,1,NA,Birth
rcc096_1_s3_z,2,NA,Birth
rcc096_1_s3_z,3,NA,Birth
rcc096_1_s3_z,4,NA,Birth
rcc096_1_s3_z,5,NA,Birth
rcc096_1_s3_z,6,NA,Birth
rcc096_1_s3_z,7,NA,Birth
rcc096_1_s3_z,8,NA,Birth
rcc096_1_s3_z,9,NA,Birth
rcc096_1_s3_z,10,NA,Birth
rcc096_1_s3_z,11,NA,Birth
rcc096_1_s3_z,12,NA,Birth
rcc096_1_s3_z,13,NA,Birth
rcc096_1_s3_z,14,NA,Birth
rcc096_1_s3_z,15,NA,Birth
rcc096_1_s3_z,16,NA,Birth
rcc096_1_s3_z,17,NA,Birth
rcc096_1_s3_z,18,NA,Birth
rcc096_1_s3_z,19,NA,Birth
rcc096_1_s3_z,20,NA,Birth
rcc096_1_s3_z,21,NA,Birth
rcc096_1_s3_z,22,NA,Birth
rcc096_1_s3_z,23,NA,Birth
rcc096_1_s3_z,24,NA,Birth
rcc096_1_s3_z,25,NA,Birth
rcc096_1_s3_z,26,NA,Birth
rcc096_1_s3_z,27,NA,Birth
rcc096_1_s3_z,28,NA,Birth
rcc096_1_s3_z,29,NA,Birth
rcc096_1_s3_z,30,NA,Birth
rcc096_1_s3_z,31,NA,Birth
rcc096_1_s3_z,32,NA,Birth
rcc096_1_s3_z,33,NA,Birth
rcc096_1_s3_z,34,NA,Birth
rcc096_1_s3_z,35,NA,Birth
rcc096_1_s3_z,36,1,1
rcc096_1_s3_z,37,0,0
rcc096_1_s3_z,38,1,1
rcc096_1_s3_z,39,1,1
rcc096_1_s3_z,40,1,1
rcc096_1_s3_z,41,1,1
rcc096_1_s3_z,42,1,1
rcc096_1_s3_z,43,1,1
rcc096_1_s3_z,44,1,1
rcc096_1_s3_z,45,1,1
rcc096_1_s3_z,46,1,1
rcc096_1_s3_z,47,1,1
rcc096_1_s3_z,48,1,1
rcc096_1_s3_z,49,1,1
rcc096_1_s3_z,50,1,1
rcc096_1_s3_z,51,1,1
rcc096_1_s3_z,52,1,1
rcc096_1_s3_z,53,1,1
rcc096_1_s3_z,54,0,0
rcc096_1_s3_z,55,0,0
rcc096_1_s3_z,56,0,0
rcc096_1_s3_z,57,0,0
rcc096_1_s3_z,58,0,0
rcc096_1_s3_z,59,0,0
rcc096_1_s3_z,60,0,0
rcc096_1_s3_z,61,1,1
rcc096_1_s3_aa,1,1,1
rcc096_1_s3_aa,2,2,2
rcc096_1_s3_aa,3,1,1
rcc096_1_s3_aa,4,0,0
rcc096_1_s3_aa,5,3,3
rcc096_1_s3_aa,6,0,0
rcc096_1_s3_aa,7,2,2
rcc096_1_s3_aa,8,4,4
rcc096_1_s3_aa,9,2,2
rcc096_1_s3_aa,10,3,3
rcc096_1_s3_aa,11,0,0
rcc096_1_s3_aa,12,0,0
rcc096_1_s3_aa,13,0,0
rcc096_1_s3_aa,14,0,0
rcc096_1_s3_aa,15,0,0
rcc096_1_s3_aa,16,0,0
rcc096_1_s3_aa,17,0,0
rcc096_1_s3_aa,18,0,0
rcc096_1_s3_aa,19,1,1
rcc096_1_s3_aa,20,0,0
rcc096_1_s3_aa,21,0,0
rcc096_1_s3_aa,22,0,0
rcc096_1_s3_aa,23,0,0
rcc096_1_s3_aa,24,0,0
rcc096_1_s3_aa,25,0,0
rcc096_1_s3_aa,26,0,0
rcc096_1_s3_aa,27,1,1
rcc096_1_s3_aa,28,1,1
rcc096_1_s3_aa,29,0,0
rcc096_1_s3_aa,30,0,0
rcc096_1_s3_aa,31,0,0
rcc096_1_s3_aa,32,0,0
rcc096_1_s3_aa,33,0,0
rcc096_1_s3_aa,34,1,1
rcc096_1_s3_aa,35,0,0
rcc096_1_s3_aa,36,0,0
rcc096_1_s3_aa,37,1,1
rcc096_1_s3_aa,38,0,0
rcc096_1_s3_aa,39,0,0
rcc096_1_s3_aa,40,0,0
rcc096_1_s3_aa,41,2,2
rcc096_1_s3_aa,42,1,1
rcc096_1_s3_aa,43,0,0
rcc096_1_s3_aa,44,0,0
rcc096_1_s3_aa,45,0,0
rcc096_1_s3_aa,46,0,0
rcc096_1_s3_aa,47,0,0
rcc096_1_s3_aa,48,0,0
rcc096_1_s3_aa,49,0,0
rcc096_1_s3_aa,50,0,0
rcc096_1_s3_aa,51,0,0
rcc096_1_s3_aa,52,0,0
rcc096_1_s3_aa,53,0,0
rcc096_1_s3_aa,54,0,0
rcc096_1_s3_aa,55,0,0
rcc096_1_s3_aa,56,0,0
rcc096_1_s3_aa,57,0,0
rcc096_1_s3_aa,58,0,0
rcc096_1_s3_aa,59,0,0
rcc096_1_s3_aa,60,0,0
rcc096_1_s3_aa,61,0,0
rcc096_1_s3_ab,1,6,6
rcc096_1_s3_ab,2,1,1
rcc096_1_s3_ab,3,0,0
rcc096_1_s3_ab,4,2,2
rcc096_1_s3_ab,5,2,2
rcc096_1_s3_ab,6,1,1
rcc096_1_s3_ab,7,1,1
rcc096_1_s3_ab,8,1,1
rcc096_1_s3_ab,9,1,1
rcc096_1_s3_ab,10,1,1
rcc096_1_s3_ab,11,1,1
rcc096_1_s3_ab,12,1,1
rcc096_1_s3_ab,13,0,0
rcc096_1_s3_ab,14,1,1
rcc096_1_s3_ab,15,0,0
rcc096_1_s3_ab,16,1,1
rcc096_1_s3_ab,17,1,1
rcc096_1_s3_ab,18,0,0
rcc096_1_s3_ab,19,0,0
rcc096_1_s3_ab,20,0,0
rcc096_1_s3_ab,21,0,0
rcc096_1_s3_ab,22,0,0
rcc096_1_s3_ab,23,1,1
rcc096_1_s3_ab,24,0,0
rcc096_1_s3_ab,25,1,1
rcc096_1_s3_ab,26,1,1
rcc096_1_s3_ab,27,0,0
rcc096_1_s3_ab,28,1,1
rcc096_1_s3_ab,29,1,1
rcc096_1_s3_ab,30,0,0
rcc096_1_s3_ab,31,0,0
rcc096_1_s3_ab,32,0,0
rcc096_1_s3_ab,33,0,0
rcc096_1_s3_ab,34,1,1
rcc096_1_s3_ab,35,1,1
rcc096_1_s3_ab,36,0,0
rcc096_1_s3_ab,37,0,0
rcc096_1_s3_ab,38,0,0
rcc096_1_s3_ab,39,1,1
rcc096_1_s3_ab,40,1,1
rcc096_1_s3_ab,41,1,1
rcc096_1_s3_ab,42,0,0
rcc096_1_s3_ab,43,0,0
rcc096_1_s3_ab,44,0,0
rcc096_1_s3_ab,45,1,1
rcc096_1_s3_ab,46,0,0
rcc096_1_s3_ab,47,0,0
rcc096_1_s3_ab,48,0,0
rcc096_1_s3_ab,49,0,0
rcc096_1_s3_ab,50,0,0
rcc096_1_s3_ab,51,0,0
rcc096_1_s3_ab,52,1,1
rcc096_1_s3_ab,53,1,1
rcc096_1_s3_ab,54,1,1
rcc096_1_s3_ab,55,0,0
rcc096_1_s3_ab,56,0,0
rcc096_1_s3_ab,57,0,0
rcc096_1_s3_ab,58,0,0
rcc096_1_s3_ab,59,0,0
rcc096_1_s3_ab,60,0,0
rcc096_1_s3_ab,61,0,0
rcc096_1_s3_ac,1,NA,Birth
rcc096_1_s3_ac,2,NA,Birth
rcc096_1_s3_ac,3,NA,Birth
rcc096_1_s3_ac,4,NA,Birth
rcc096_1_s3_ac,5,0,0
rcc096_1_s3_ac,6,0,0
rcc096_1_s3_ac,7,0,0
rcc096_1_s3_ac,8,0,0
rcc096_1_s3_ac,9,0,0
rcc096_1_s3_ac,10,0,0
rcc096_1_s3_ac,11,0,0
rcc096_1_s3_ac,12,0,0
rcc096_1_s3_ac,13,1,1
rcc096_1_s3_ac,14,1,1
rcc096_1_s3_ac,15,1,1
rcc096_1_s3_ac,16,1,1
rcc096_1_s3_ac,17,2,2
rcc096_1_s3_ac,18,1,1
rcc096_1_s3_ac,19,0,0
rcc096_1_s3_ac,20,0,0
rcc096_1_s3_ac,21,0,0
rcc096_1_s3_ac,22,1,1
rcc096_1_s3_ac,23,1,1
rcc096_1_s3_ac,24,1,Committed
rcc096_1_s3_ac,25,1,Committed
rcc096_1_s3_ac,26,1,Committed
rcc096_1_s3_ac,27,1,Committed
rcc096_1_s3_ac,28,1,Committed
rcc096_1_s3_ac,29,1,Committed
rcc096_1_s3_ac,30,1,Committed
rcc096_1_s3_ac,31,1,Committed
rcc096_1_s3_ac,32,1,Committed
rcc096_1_s3_ac,33,1,Committed
rcc096_1_s3_ac,34,1,Committed
rcc096_1_s3_ac,35,1,Committed
rcc096_1_s3_ac,36,1,Committed
rcc096_1_s3_ac,37,NA,Fusion
rcc096_1_s3_ac,38,NA,Fusion
rcc096_1_s3_ac,39,NA,Fusion
rcc096_1_s3_ac,40,NA,Fusion
rcc096_1_s3_ac,41,NA,Fusion
rcc096_1_s3_ac,42,NA,Fusion
rcc096_1_s3_ac,43,NA,Fusion
rcc096_1_s3_ac,44,NA,Fusion
rcc096_1_s3_ac,45,NA,Fusion
rcc096_1_s3_ac,46,NA,Fusion
rcc096_1_s3_ac,47,NA,Fusion
rcc096_1_s3_ac,48,NA,Fusion
rcc096_1_s3_ac,49,NA,Fusion
rcc096_1_s3_ac,50,NA,Fusion
rcc096_1_s3_ac,51,NA,Fusion
rcc096_1_s3_ac,52,NA,Fusion
rcc096_1_s3_ac,53,NA,Fusion
rcc096_1_s3_ac,54,NA,Fusion
rcc096_1_s3_ac,55,NA,Fusion
rcc096_1_s3_ac,56,NA,Fusion
rcc096_1_s3_ac,57,NA,Fusion
rcc096_1_s3_ac,58,NA,Fusion
rcc096_1_s3_ac,59,NA,Fusion
rcc096_1_s3_ac,60,NA,Fusion
rcc096_1_s3_ac,61,NA,Fusion
rcc096_1_s3_ad,1,NA,Birth
rcc096_1_s3_ad,2,NA,Birth
rcc096_1_s3_ad,3,NA,Birth
rcc096_1_s3_ad,4,NA,Birth
rcc096_1_s3_ad,5,NA,Birth
rcc096_1_s3_ad,6,NA,Birth
rcc096_1_s3_ad,7,0,0
rcc096_1_s3_ad,8,1,1
rcc096_1_s3_ad,9,1,1
rcc096_1_s3_ad,10,1,1
rcc096_1_s3_ad,11,1,1
rcc096_1_s3_ad,12,0,0
rcc096_1_s3_ad,13,2,2
rcc096_1_s3_ad,14,1,1
rcc096_1_s3_ad,15,1,1
rcc096_1_s3_ad,16,0,0
rcc096_1_s3_ad,17,1,1
rcc096_1_s3_ad,18,1,1
rcc096_1_s3_ad,19,1,1
rcc096_1_s3_ad,20,1,1
rcc096_1_s3_ad,21,2,2
rcc096_1_s3_ad,22,0,0
rcc096_1_s3_ad,23,1,1
rcc096_1_s3_ad,24,1,Committed
rcc096_1_s3_ad,25,1,Committed
rcc096_1_s3_ad,26,1,Committed
rcc096_1_s3_ad,27,1,Committed
rcc096_1_s3_ad,28,1,Committed
rcc096_1_s3_ad,29,1,Committed
rcc096_1_s3_ad,30,1,Committed
rcc096_1_s3_ad,31,1,Committed
rcc096_1_s3_ad,32,1,Committed
rcc096_1_s3_ad,33,1,Committed
rcc096_1_s3_ad,34,1,Committed
rcc096_1_s3_ad,35,1,Committed
rcc096_1_s3_ad,36,1,Committed
rcc096_1_s3_ad,37,1,Fusion
rcc096_1_s3_ad,38,NA,Fusion
rcc096_1_s3_ad,39,NA,Fusion
rcc096_1_s3_ad,40,NA,Fusion
rcc096_1_s3_ad,41,NA,Fusion
rcc096_1_s3_ad,42,NA,Fusion
rcc096_1_s3_ad,43,NA,Fusion
rcc096_1_s3_ad,44,NA,Fusion
rcc096_1_s3_ad,45,NA,Fusion
rcc096_1_s3_ad,46,NA,Fusion
rcc096_1_s3_ad,47,NA,Fusion
rcc096_1_s3_ad,48,NA,Fusion
rcc096_1_s3_ad,49,NA,Fusion
rcc096_1_s3_ad,50,NA,Fusion
rcc096_1_s3_ad,51,NA,Fusion
rcc096_1_s3_ad,52,NA,Fusion
rcc096_1_s3_ad,53,NA,Fusion
rcc096_1_s3_ad,54,NA,Fusion
rcc096_1_s3_ad,55,NA,Fusion
rcc096_1_s3_ad,56,NA,Fusion
rcc096_1_s3_ad,57,NA,Fusion
rcc096_1_s3_ad,58,NA,Fusion
rcc096_1_s3_ad,59,NA,Fusion
rcc096_1_s3_ad,60,NA,Fusion
rcc096_1_s3_ad,61,NA,Fusion
rcc096_2_s1_a,1,NA,Birth
rcc096_2_s1_a,2,NA,Birth
rcc096_2_s1_a,3,NA,Birth
rcc096_2_s1_a,4,NA,Birth
rcc096_2_s1_a,5,NA,Birth
rcc096_2_s1_a,6,NA,Birth
rcc096_2_s1_a,7,NA,Birth
rcc096_2_s1_a,8,NA,Birth
rcc096_2_s1_a,9,NA,Birth
rcc096_2_s1_a,10,NA,Birth
rcc096_2_s1_a,11,NA,Birth
rcc096_2_s1_a,12,NA,Birth
rcc096_2_s1_a,13,NA,Birth
rcc096_2_s1_a,14,NA,Birth
rcc096_2_s1_a,15,NA,Birth
rcc096_2_s1_a,16,NA,Birth
rcc096_2_s1_a,17,NA,Birth
rcc096_2_s1_a,18,NA,Birth
rcc096_2_s1_a,19,NA,Birth
rcc096_2_s1_a,20,NA,Birth
rcc096_2_s1_a,21,NA,Birth
rcc096_2_s1_a,22,NA,Birth
rcc096_2_s1_a,23,NA,Birth
rcc096_2_s1_a,24,NA,Birth
rcc096_2_s1_a,25,NA,Birth
rcc096_2_s1_a,26,NA,Birth
rcc096_2_s1_a,27,NA,Birth
rcc096_2_s1_a,28,NA,Birth
rcc096_2_s1_a,29,0,0
rcc096_2_s1_a,30,3,3
rcc096_2_s1_a,31,2,2
rcc096_2_s1_a,32,1,1
rcc096_2_s1_a,33,1,1
rcc096_2_s1_a,34,2,2
rcc096_2_s1_a,35,1,1
rcc096_2_s1_a,36,2,2
rcc096_2_s1_a,37,1,1
rcc096_2_s1_a,38,1,Committed
rcc096_2_s1_a,39,1,Committed
rcc096_2_s1_a,40,1,Committed
rcc096_2_s1_a,41,1,Committed
rcc096_2_s1_a,42,1,Committed
rcc096_2_s1_a,43,1,Committed
rcc096_2_s1_a,44,1,Committed
rcc096_2_s1_a,45,1,Committed
rcc096_2_s1_a,46,1,Committed
rcc096_2_s1_a,47,1,Committed
rcc096_2_s1_a,48,1,Committed
rcc096_2_s1_a,49,1,Committed
rcc096_2_s1_a,50,1,Committed
rcc096_2_s1_a,51,1,Committed
rcc096_2_s1_a,52,1,Committed
rcc096_2_s1_a,53,1,Committed
rcc096_2_s1_a,54,1,Committed
rcc096_2_s1_a,55,1,Committed
rcc096_2_s1_a,56,1,Committed
rcc096_2_s1_a,57,NA,Fusion
rcc096_2_s1_a,58,NA,Fusion
rcc096_2_s1_a,59,NA,Fusion
rcc096_2_s1_a,60,NA,Fusion
rcc096_2_s1_a,61,NA,Fusion
rcc096_2_s1_b,1,NA,Birth
rcc096_2_s1_b,2,NA,Birth
rcc096_2_s1_b,3,NA,Birth
rcc096_2_s1_b,4,NA,Birth
rcc096_2_s1_b,5,NA,Birth
rcc096_2_s1_b,6,NA,Birth
rcc096_2_s1_b,7,NA,Birth
rcc096_2_s1_b,8,NA,Birth
rcc096_2_s1_b,9,NA,Birth
rcc096_2_s1_b,10,NA,Birth
rcc096_2_s1_b,11,NA,Birth
rcc096_2_s1_b,12,NA,Birth
rcc096_2_s1_b,13,NA,Birth
rcc096_2_s1_b,14,NA,Birth
rcc096_2_s1_b,15,NA,Birth
rcc096_2_s1_b,16,NA,Birth
rcc096_2_s1_b,17,NA,Birth
rcc096_2_s1_b,18,NA,Birth
rcc096_2_s1_b,19,NA,Birth
rcc096_2_s1_b,20,NA,Birth
rcc096_2_s1_b,21,NA,Birth
rcc096_2_s1_b,22,NA,Birth
rcc096_2_s1_b,23,NA,Birth
rcc096_2_s1_b,24,NA,Birth
rcc096_2_s1_b,25,0,0
rcc096_2_s1_b,26,0,0
rcc096_2_s1_b,27,0,0
rcc096_2_s1_b,28,1,1
rcc096_2_s1_b,29,1,1
rcc096_2_s1_b,30,1,1
rcc096_2_s1_b,31,1,1
rcc096_2_s1_b,32,1,1
rcc096_2_s1_b,33,1,1
rcc096_2_s1_b,34,1,1
rcc096_2_s1_b,35,1,1
rcc096_2_s1_b,36,2,2
rcc096_2_s1_b,37,1,1
rcc096_2_s1_b,38,1,1
rcc096_2_s1_b,39,1,1
rcc096_2_s1_b,40,1,1
rcc096_2_s1_b,41,1,1
rcc096_2_s1_b,42,1,1
rcc096_2_s1_b,43,1,Committed
rcc096_2_s1_b,44,1,Committed
rcc096_2_s1_b,45,1,Committed
rcc096_2_s1_b,46,1,Committed
rcc096_2_s1_b,47,1,Committed
rcc096_2_s1_b,48,1,Committed
rcc096_2_s1_b,49,1,Committed
rcc096_2_s1_b,50,1,Committed
rcc096_2_s1_b,51,1,Committed
rcc096_2_s1_b,52,1,Committed
rcc096_2_s1_b,53,1,Committed
rcc096_2_s1_b,54,1,Committed
rcc096_2_s1_b,55,1,Committed
rcc096_2_s1_b,56,NA,Fusion
rcc096_2_s1_b,57,NA,Fusion
rcc096_2_s1_b,58,NA,Fusion
rcc096_2_s1_b,59,NA,Fusion
rcc096_2_s1_b,60,NA,Fusion
rcc096_2_s1_b,61,NA,Fusion
rcc096_2_s1_c,1,1,1
rcc096_2_s1_c,2,3,3
rcc096_2_s1_c,3,2,2
rcc096_2_s1_c,4,1,1
rcc096_2_s1_c,5,1,1
rcc096_2_s1_c,6,1,1
rcc096_2_s1_c,7,2,2
rcc096_2_s1_c,8,2,2
rcc096_2_s1_c,9,2,2
rcc096_2_s1_c,10,2,2
rcc096_2_s1_c,11,1,1
rcc096_2_s1_c,12,1,1
rcc096_2_s1_c,13,1,1
rcc096_2_s1_c,14,1,1
rcc096_2_s1_c,15,1,1
rcc096_2_s1_c,16,2,2
rcc096_2_s1_c,17,1,1
rcc096_2_s1_c,18,1,1
rcc096_2_s1_c,19,0,0
rcc096_2_s1_c,20,0,0
rcc096_2_s1_c,21,0,0
rcc096_2_s1_c,22,2,2
rcc096_2_s1_c,23,2,2
rcc096_2_s1_c,24,2,2
rcc096_2_s1_c,25,0,0
rcc096_2_s1_c,26,0,0
rcc096_2_s1_c,27,2,2
rcc096_2_s1_c,28,2,2
rcc096_2_s1_c,29,1,1
rcc096_2_s1_c,30,2,2
rcc096_2_s1_c,31,1,1
rcc096_2_s1_c,32,1,1
rcc096_2_s1_c,33,1,1
rcc096_2_s1_c,34,2,2
rcc096_2_s1_c,35,1,1
rcc096_2_s1_c,36,1,1
rcc096_2_s1_c,37,1,1
rcc096_2_s1_c,38,1,1
rcc096_2_s1_c,39,1,1
rcc096_2_s1_c,40,1,1
rcc096_2_s1_c,41,1,1
rcc096_2_s1_c,42,1,1
rcc096_2_s1_c,43,1,1
rcc096_2_s1_c,44,1,1
rcc096_2_s1_c,45,1,1
rcc096_2_s1_c,46,1,1
rcc096_2_s1_c,47,1,1
rcc096_2_s1_c,48,1,1
rcc096_2_s1_c,49,1,1
rcc096_2_s1_c,50,1,1
rcc096_2_s1_c,51,1,1
rcc096_2_s1_c,52,0,0
rcc096_2_s1_c,53,0,0
rcc096_2_s1_c,54,1,1
rcc096_2_s1_c,55,2,2
rcc096_2_s1_c,56,1,1
rcc096_2_s1_c,57,1,1
rcc096_2_s1_c,58,1,1
rcc096_2_s1_c,59,1,1
rcc096_2_s1_c,60,1,1
rcc096_2_s1_c,61,1,1
rcc096_2_s1_d,1,NA,Birth
rcc096_2_s1_d,2,NA,Birth
rcc096_2_s1_d,3,NA,Birth
rcc096_2_s1_d,4,NA,Birth
rcc096_2_s1_d,5,NA,Birth
rcc096_2_s1_d,6,NA,Birth
rcc096_2_s1_d,7,NA,Birth
rcc096_2_s1_d,8,NA,Birth
rcc096_2_s1_d,9,NA,Birth
rcc096_2_s1_d,10,NA,Birth
rcc096_2_s1_d,11,NA,Birth
rcc096_2_s1_d,12,0,0
rcc096_2_s1_d,13,0,0
rcc096_2_s1_d,14,0,0
rcc096_2_s1_d,15,0,0
rcc096_2_s1_d,16,0,0
rcc096_2_s1_d,17,0,0
rcc096_2_s1_d,18,0,0
rcc096_2_s1_d,19,1,1
rcc096_2_s1_d,20,1,1
rcc096_2_s1_d,21,0,0
rcc096_2_s1_d,22,0,0
rcc096_2_s1_d,23,0,0
rcc096_2_s1_d,24,1,1
rcc096_2_s1_d,25,0,0
rcc096_2_s1_d,26,1,1
rcc096_2_s1_d,27,1,1
rcc096_2_s1_d,28,1,1
rcc096_2_s1_d,29,1,1
rcc096_2_s1_d,30,1,1
rcc096_2_s1_d,31,0,0
rcc096_2_s1_d,32,0,0
rcc096_2_s1_d,33,1,1
rcc096_2_s1_d,34,1,1
rcc096_2_s1_d,35,0,0
rcc096_2_s1_d,36,1,1
rcc096_2_s1_d,37,1,1
rcc096_2_s1_d,38,1,1
rcc096_2_s1_d,39,3,3
rcc096_2_s1_d,40,2,2
rcc096_2_s1_d,41,1,1
rcc096_2_s1_d,42,1,1
rcc096_2_s1_d,43,1,1
rcc096_2_s1_d,44,1,1
rcc096_2_s1_d,45,1,1
rcc096_2_s1_d,46,1,1
rcc096_2_s1_d,47,1,1
rcc096_2_s1_d,48,1,1
rcc096_2_s1_d,49,1,1
rcc096_2_s1_d,50,1,1
rcc096_2_s1_d,51,1,1
rcc096_2_s1_d,52,1,1
rcc096_2_s1_d,53,1,1
rcc096_2_s1_d,54,1,1
rcc096_2_s1_d,55,1,1
rcc096_2_s1_d,56,1,1
rcc096_2_s1_d,57,1,1
rcc096_2_s1_d,58,1,1
rcc096_2_s1_d,59,2,2
rcc096_2_s1_d,60,1,1
rcc096_2_s1_d,61,1,1
rcc096_2_s1_e,1,1,1
rcc096_2_s1_e,2,1,1
rcc096_2_s1_e,3,0,0
rcc096_2_s1_e,4,2,2
rcc096_2_s1_e,5,2,2
rcc096_2_s1_e,6,2,2
rcc096_2_s1_e,7,1,1
rcc096_2_s1_e,8,1,1
rcc096_2_s1_e,9,1,1
rcc096_2_s1_e,10,1,1
rcc096_2_s1_e,11,1,1
rcc096_2_s1_e,12,1,1
rcc096_2_s1_e,13,1,1
rcc096_2_s1_e,14,1,1
rcc096_2_s1_e,15,1,1
rcc096_2_s1_e,16,1,1
rcc096_2_s1_e,17,1,1
rcc096_2_s1_e,18,1,1
rcc096_2_s1_e,19,1,1
rcc096_2_s1_e,20,1,1
rcc096_2_s1_e,21,1,1
rcc096_2_s1_e,22,1,1
rcc096_2_s1_e,23,1,1
rcc096_2_s1_e,24,1,1
rcc096_2_s1_e,25,NA,Fusion
rcc096_2_s1_e,26,NA,Fusion
rcc096_2_s1_e,27,NA,Fusion
rcc096_2_s1_e,28,NA,Fusion
rcc096_2_s1_e,29,NA,Fusion
rcc096_2_s1_e,30,NA,Fusion
rcc096_2_s1_e,31,NA,Fusion
rcc096_2_s1_e,32,NA,Fusion
rcc096_2_s1_e,33,NA,Fusion
rcc096_2_s1_e,34,NA,Fusion
rcc096_2_s1_e,35,NA,Fusion
rcc096_2_s1_e,36,NA,Fusion
rcc096_2_s1_e,37,NA,Fusion
rcc096_2_s1_e,38,NA,Fusion
rcc096_2_s1_e,39,NA,Fusion
rcc096_2_s1_e,40,NA,Fusion
rcc096_2_s1_e,41,NA,Fusion
rcc096_2_s1_e,42,NA,Fusion
rcc096_2_s1_e,43,NA,Fusion
rcc096_2_s1_e,44,NA,Fusion
rcc096_2_s1_e,45,NA,Fusion
rcc096_2_s1_e,46,NA,Fusion
rcc096_2_s1_e,47,NA,Fusion
rcc096_2_s1_e,48,NA,Fusion
rcc096_2_s1_e,49,NA,Fusion
rcc096_2_s1_e,50,NA,Fusion
rcc096_2_s1_e,51,NA,Fusion
rcc096_2_s1_e,52,NA,Fusion
rcc096_2_s1_e,53,NA,Fusion
rcc096_2_s1_e,54,NA,Fusion
rcc096_2_s1_e,55,NA,Fusion
rcc096_2_s1_e,56,NA,Fusion
rcc096_2_s1_e,57,NA,Fusion
rcc096_2_s1_e,58,NA,Fusion
rcc096_2_s1_e,59,NA,Fusion
rcc096_2_s1_e,60,NA,Fusion
rcc096_2_s1_e,61,NA,Fusion
rcc096_2_s1_f,1,1,1
rcc096_2_s1_f,2,1,1
rcc096_2_s1_f,3,1,1
rcc096_2_s1_f,4,0,0
rcc096_2_s1_f,5,0,0
rcc096_2_s1_f,6,2,2
rcc096_2_s1_f,7,1,1
rcc096_2_s1_f,8,1,1
rcc096_2_s1_f,9,1,1
rcc096_2_s1_f,10,1,1
rcc096_2_s1_f,11,1,1
rcc096_2_s1_f,12,1,1
rcc096_2_s1_f,13,1,Committed
rcc096_2_s1_f,14,1,Committed
rcc096_2_s1_f,15,1,Committed
rcc096_2_s1_f,16,1,Committed
rcc096_2_s1_f,17,1,Committed
rcc096_2_s1_f,18,1,Committed
rcc096_2_s1_f,19,1,Committed
rcc096_2_s1_f,20,1,Committed
rcc096_2_s1_f,21,1,Committed
rcc096_2_s1_f,22,1,Committed
rcc096_2_s1_f,23,1,Committed
rcc096_2_s1_f,24,1,Committed
rcc096_2_s1_f,25,NA,Fusion
rcc096_2_s1_f,26,NA,Fusion
rcc096_2_s1_f,27,NA,Fusion
rcc096_2_s1_f,28,NA,Fusion
rcc096_2_s1_f,29,NA,Fusion
rcc096_2_s1_f,30,NA,Fusion
rcc096_2_s1_f,31,NA,Fusion
rcc096_2_s1_f,32,NA,Fusion
rcc096_2_s1_f,33,NA,Fusion
rcc096_2_s1_f,34,NA,Fusion
rcc096_2_s1_f,35,NA,Fusion
rcc096_2_s1_f,36,NA,Fusion
rcc096_2_s1_f,37,NA,Fusion
rcc096_2_s1_f,38,NA,Fusion
rcc096_2_s1_f,39,NA,Fusion
rcc096_2_s1_f,40,NA,Fusion
rcc096_2_s1_f,41,NA,Fusion
rcc096_2_s1_f,42,NA,Fusion
rcc096_2_s1_f,43,NA,Fusion
rcc096_2_s1_f,44,NA,Fusion
rcc096_2_s1_f,45,NA,Fusion
rcc096_2_s1_f,46,NA,Fusion
rcc096_2_s1_f,47,NA,Fusion
